ID,Name,Parent ID,Level,Description,Tags,Last Updated
1.1.5.3.3.1,3D Printing,1.1.5.3.3,6,,,2025-04-17
1.1.5.3.3.2,Scaffolding,1.1.5.3.3,6,,,2025-04-17
1.1.5.3.3.3,Growth Media,1.1.5.3.3,6,,,2025-04-17
1.1.5.3.3.4,Bioreactors,1.1.5.3.3,6,,,2025-04-17
1.1.5.3.4,Fermentation,1.1.5.3,5,,,2025-04-17
1.1.5.3.4.1,Biomass Mycoprotein,1.1.5.3.4,6,,,2025-04-17
1.1.5.3.4.2,Precision Fermentation,1.1.5.3.4,6,,,2025-04-17
1.1.5.3.4.2.1,Dairy,1.1.5.3.4.2,7,,,2025-04-17
1.1.5.3.4.2.2,Eggs,1.1.5.3.4.2,7,,,2025-04-17
1.1.5.3.4.2.3,Other Ingredients,1.1.5.3.4.2,7,,,2025-04-17
1.1.5.3.5,Air Protein,1.1.5.3,5,,,2025-04-17
1.1.5.3.6,Molecular Farming,1.1.5.3,5,,,2025-04-17
1.1.5.3.7,Insect Proetein,1.1.5.3,5,,,2025-04-17
1.1.5.3.8,Regenerative aquaculture,1.1.5.3,5,,,2025-04-17
1.1.5.4,Mushrooms,1.1.5,4,,,2025-04-17
1.1.5.4.1,Macro Farms,1.1.5.4,5,,,2025-04-17
1.1.5.4.2,Micro Farms,1.1.5.4,5,,,2025-04-17
1.1.5.4.3,D2C,1.1.5.4,5,,,2025-04-17
1.1.5.5,Subsidies,1.1.5,4,,,2025-04-17
1.1.5.6,Crop production,1.1.5,4,,,2025-04-17
1.1.5.6.1,Crop sensors,1.1.5.6,5,,,2025-04-17
1.1.5.6.2,Automated farm equipment,1.1.5.6,5,,,2025-04-17
1.1.5.6.3,New climate crop,1.1.5.6,5,,,2025-04-17
1.1.5.6.3.1,Rice,1.1.5.6.3,6,,,2025-04-17
1.1.5.6.3.2,Wheat,1.1.5.6.3,6,,,2025-04-17
1.1.5.7,Shift to Climatarian Diet,1.1.5,4,,,2025-04-17
1.1.5.8,Food Waste,1.1.5,4,,,2025-04-17
1.1.5.8.1,Residential,1.1.5.8,5,,,2025-04-17
1.1.5.8.2,Commercial,1.1.5.8,5,,,2025-04-17
1.1.5.8.3,Analytics,1.1.5.8,5,,,2025-04-17
1.1.5.8.4,Surplus Management,1.1.5.8,5,,,2025-04-17
1.1.5.8.4.1,Overordering,1.1.5.8.4,6,,,2025-04-17
1.1.6,Circular Economy,1.1,3,,Sustainability,2025-04-17
1.1.6.1,Rethink,1.1.6,4,,,2025-04-17
1.1.6.1.1,Material Management Platform,1.1.6.1,5,,,2025-04-17
1.1.6.1.2,New Materials,1.1.6.1,5,,,2025-04-17
1.1.6.1.2.1,Plastic Alternatives,1.1.6.1.2,6,,,2025-04-17
1.1.6.1.2.2,Low-carbon & Carbon negative materials,1.1.6.1.2,6,,,2025-04-17
1.1.6.1.2.3,Waste as Input,1.1.6.1.2,6,,,2025-04-17
1.1.6.1.3,Logistics & Reverse Logistics,1.1.6.1,5,,,2025-04-17
1.1.6.2,Recycle,1.1.6,4,,,2025-04-17
1.1.6.2.1,Recycling,1.1.6.2,5,,,2025-04-17
1.1.6.2.1.1,Consumer Facing Recycling,1.1.6.2.1,6,,,2025-04-17
1.1.6.2.1.2,Battery recycling,1.1.6.2.1,6,,,2025-04-17
1.1.6.2.1.3,Plastics recycling,1.1.6.2.1,6,,,2025-04-17
1.1.6.2.1.4,Recycling other materials,1.1.6.2.1,6,,,2025-04-17
1.1.6.2.2,Waste Management,1.1.6.2,5,,,2025-04-17
1.1.6.2.2.1,Route optimization Transportation,1.1.6.2.2,6,,,2025-04-17
1.1.6.2.2.2,Advanced recycling tech,1.1.6.2.2,6,,,2025-04-17
1.1.6.2.2.2.1,Item detection,1.1.6.2.2.2,7,,,2025-04-17
1.1.6.2.2.2.2,Hazard detection,1.1.6.2.2.2,7,,,2025-04-17
1.1.6.2.2.2.3,Sorting robots,1.1.6.2.2.2,7,,,2025-04-17
1.1.6.2.2.3,Waste traceability & analytics,1.1.6.2.2,6,,,2025-04-17
1.1.6.3,Reduce,1.1.6,4,,,2025-04-17
1.1.6.3.1,Consumer Facing,1.1.6.3,5,,,2025-04-17
1.1.6.3.1.1,Repair,1.1.6.3.1,6,,,2025-04-17
1.1.6.3.1.2,Rental,1.1.6.3.1,6,,,2025-04-17
1.1.6.3.1.3,Second Hand,1.1.6.3.1,6,,,2025-04-17
1.1.6.3.2,Packaging,1.1.6.3,5,,,2025-04-17
1.1.6.4,Re-use,1.1.6,4,,,2025-04-17
1.1.6.4.1,New Sustainable Packaging,1.1.6.4,5,,,2025-04-17
1.1.6.4.2,Return,1.1.6.4,5,,,2025-04-17
1.1.6.4.3,Food waste prevention & recovery,1.1.6.4,5,,,2025-04-17
1.1.7,Industry,1.1,3,,Manufacturing,2025-04-17
1.1.7.1,Minerals,1.1.7,4,,,2025-04-17
1.1.7.1.1,Mining,1.1.7.1,5,,,2025-04-17
1.1.7.1.1.1,Automation,1.1.7.1.1,6,,,2025-04-17
1.1.7.1.1.2,Hauling,1.1.7.1.1,6,,,2025-04-17
1.1.7.1.1.3,Transport,1.1.7.1.1,6,,,2025-04-17
1.1.7.1.1.4,Equipment upgrades & replacement,1.1.7.1.1,6,,,2025-04-17
1.1.7.1.1.5,Sea-based Mining,1.1.7.1.1,6,,,2025-04-17
1.1.7.1.2,Battery Metals,1.1.7.1,5,,,2025-04-17
1.1.7.1.2.1,Cobalt,1.1.7.1.2,6,,,2025-04-17
1.1.7.1.2.2,Nickel,1.1.7.1.2,6,,,2025-04-17
1.1.7.1.2.3,Direct Lithium Extraction,1.1.7.1.2,6,,,2025-04-17
1.1.7.1.2.4,Synthetic graphite,1.1.7.1.2,6,,,2025-04-17
1.1.7.2,Materials,1.1.7,4,,,2025-04-17
1.1.7.2.1,Building Materials,1.1.7.2,5,,,2025-04-17
1.1.7.2.1.1,Concrete,1.1.7.2.1,6,,,2025-04-17
1.1.7.2.1.2,Sustainable bricks,1.1.7.2.1,6,,,2025-04-17
1.1.7.2.1.3,Clean Steel,1.1.7.2.1,6,,,2025-04-17
1.1.7.2.1.4,Aluminium,1.1.7.2.1,6,,,2025-04-17
1.1.7.2.2,Packaging,1.1.7.2,5,,,2025-04-17
1.1.7.2.2.1,Paper / Pulp,1.1.7.2.2,6,,,2025-04-17
1.1.7.2.2.2,Carbon black,1.1.7.2.2,6,,,2025-04-17
1.1.7.2.2.3,Plastics,1.1.7.2.2,6,,,2025-04-17
1.1.7.3,Other Industries,1.1.7,4,,,2025-04-17
1.1.7.4,Software,1.1.7,4,,,2025-04-17
1.1.7.4.1,Emissions,1.1.7.4,5,,,2025-04-17
1.1.7.4.2,Material Discovery,1.1.7.4,5,,,2025-04-17
1.1.7.4.3,Energy & Heat,1.1.7.4,5,,,2025-04-17
1.1.7.4.4,Waste & Recycling,1.1.7.4,5,,,2025-04-17
1.1.8,Fuels & Chemicals,1.1,3,,Energy,2025-04-17
1.1.8.1,Hydrogen,1.1.8,4,,,2025-04-17
1.1.8.1.1,Production,1.1.8.1,5,,,2025-04-17
1.1.8.1.1.1,Software,1.1.8.1.1,6,,,2025-04-17
1.1.8.1.1.2,Electrolysis,1.1.8.1.1,6,,,2025-04-17
1.1.8.1.1.2.1,Alkaline,1.1.8.1.1.2,7,,,2025-04-17
1.1.8.1.1.2.2,SOEC,1.1.8.1.1.2,7,,,2025-04-17
1.1.8.1.1.2.3,PEM,1.1.8.1.1.2,7,,,2025-04-17
1.1.8.1.1.3,Blue Hydrogen,1.1.8.1.1,6,,,2025-04-17
1.1.8.1.1.4,Pyrolysis,1.1.8.1.1,6,,,2025-04-17
1.1.8.1.1.5,Onsite SMR + CCS,1.1.8.1.1,6,,,2025-04-17
1.1.8.1.1.6,Waste & biomethane to Hydrogen,1.1.8.1.1,6,,,2025-04-17
1.1.8.1.1.6.1,Plasma-based,1.1.8.1.1.6,7,,,2025-04-17
1.1.8.1.1.6.2,Gasification,1.1.8.1.1.6,7,,,2025-04-17
1.1.8.1.2,Transportation,1.1.8.1,5,,,2025-04-17
1.1.8.1.2.1,Gas compression,1.1.8.1.2,6,,,2025-04-17
1.1.8.1.2.2,Gas phase trucking,1.1.8.1.2,6,,,2025-04-17
1.1.8.1.2.3,Pipeline,1.1.8.1.2,6,,,2025-04-17
1.1.8.1.2.4,Liquid trucking,1.1.8.1.2,6,,,2025-04-17
1.1.8.1.2.4.1,Liquification,1.1.8.1.2.4,7,,,2025-04-17
1.1.8.1.3,Storage,1.1.8.1,5,,,2025-04-17
1.1.8.1.3.1,Chemical Storage,1.1.8.1.3,6,,,2025-04-17
1.1.8.1.3.2,Solid State,1.1.8.1.3,6,,,2025-04-17
1.1.8.1.3.3,Compressed Gas Tank,1.1.8.1.3,6,,,2025-04-17
1.1.8.1.3.4,Liquid,1.1.8.1.3,6,,,2025-04-17
1.1.8.1.3.5,Salt Cavern,1.1.8.1.3,6,,,2025-04-17
1.1.8.1.4,End-use,1.1.8.1,5,,,2025-04-17
1.1.8.1.4.1,Transportation,1.1.8.1.4,6,,,2025-04-17
1.1.8.1.4.1.1,Plane Fuel,1.1.8.1.4.1,7,,,2025-04-17
1.1.8.1.4.1.2,Maritime,1.1.8.1.4.1,7,,,2025-04-17
1.1.8.1.4.1.3,Heavy and medium duty Road Transport,1.1.8.1.4.1,7,,,2025-04-17
1.1.8.1.4.2,Industry,1.1.8.1.4,6,,,2025-04-17
1.1.8.1.4.2.1,Ammonia,1.1.8.1.4.2,7,,,2025-04-17
1.1.8.1.4.2.2,Refining,1.1.8.1.4.2,7,,,2025-04-17
1.1.8.1.4.2.3,Steel,1.1.8.1.4.2,7,,,2025-04-17
1.1.8.1.4.2.4,Chemicals,1.1.8.1.4.2,7,,,2025-04-17
1.1.8.1.4.2.5,Industrial Heat,1.1.8.1.4.2,7,,,2025-04-17
1.1.8.1.4.3,Fuel cell manufacturers,1.1.8.1.4,6,,,2025-04-17
1.1.8.1.4.4,Power,1.1.8.1.4,6,,,2025-04-17
1.1.8.1.4.4.1,Power Generation,1.1.8.1.4.4,7,,,2025-04-17
1.1.8.1.4.4.2,Natural Gas Blending,1.1.8.1.4.4,7,,,2025-04-17
1.1.8.1.4.5,Building Heat,1.1.8.1.4,6,,,2025-04-17
1.1.8.2,Alternative Fuels,1.1.8,4,,,2025-04-17
1.1.8.2.1,Biogas / RNG,1.1.8.2,5,,,2025-04-17
1.1.8.2.2,Ammonia,1.1.8.2,5,,,2025-04-17
1.1.8.2.3,Methanol,1.1.8.2,5,,,2025-04-17
1.1.8.2.4,Renewable Diesel,1.1.8.2,5,,,2025-04-17
1.1.8.2.5,Butanol,1.1.8.2,5,,,2025-04-17
1.1.8.2.6,Ethanol,1.1.8.2,5,,,2025-04-17
1.1.8.3,Enzymes,1.1.8,4,,,2025-04-17
1.1.8.4,Leak detection and management,1.1.8,4,,,2025-04-17
1.1.8.5,High value chemicals,1.1.8,4,,,2025-04-17
1.1.8.5.1,Ethylene,1.1.8.5,5,,,2025-04-17
1.1.8.5.2,Propylene,1.1.8.5,5,,,2025-04-17
1.1.8.5.3,BTX aromatics,1.1.8.5,5,,,2025-04-17
1.1.8.6,Carbon Capture and Sequestration,1.1.8,4,,,2025-04-17
1.1.9,Buildings,1.1,3,,Construction,2025-04-17
1.1.9.1,Construction,1.1.9,4,,,2025-04-17
1.1.9.1.1,Pre-Fabrication,1.1.9.1,5,,,2025-04-17
1.1.9.1.2,Building Materials,1.1.9.1,5,,,2025-04-17
1.1.9.1.3,Building Assembly Automation,1.1.9.1,5,,,2025-04-17
1.1.9.1.4,Building Code,1.1.9.1,5,,,2025-04-17
1.1.9.1.5,Additional Dwelling Unit,1.1.9.1,5,,,2025-04-17
1.1.9.1.6,Material Planning & Management,1.1.9.1,5,,,2025-04-17
1.1.9.2,Building Envelope,1.1.9,4,,,2025-04-17
1.1.9.2.1,Windows,1.1.9.2,5,,,2025-04-17
1.1.9.2.2,Insulation,1.1.9.2,5,,,2025-04-17
1.1.9.2.3,Air Sealing,1.1.9.2,5,,,2025-04-17
1.1.9.2.4,Roof,1.1.9.2,5,,,2025-04-17
1.1.9.3,Heating,1.1.9,4,,,2025-04-17
1.1.9.3.1,Heat pumps,1.1.9.3,5,,,2025-04-17
1.1.9.3.1.1,Ground,1.1.9.3.1,6,,,2025-04-17
1.1.9.3.1.2,Air,1.1.9.3.1,6,,,2025-04-17
1.1.9.3.1.3,Gas,1.1.9.3.1,6,,,2025-04-17
1.1.9.3.1.4,Industrial,1.1.9.3.1,6,,,2025-04-17
1.1.9.3.2,Hydrogen,1.1.9.3,5,,,2025-04-17
1.1.9.4,Cooling,1.1.9,4,,,2025-04-17
1.1.9.4.1,Lower GHG refrigrants,1.1.9.4,5,,,2025-04-17
1.1.9.4.2,Smart refrigeration,1.1.9.4,5,,,2025-04-17
1.1.9.5,Home Automation,1.1.9,4,,,2025-04-17
1.1.9.5.1,Smart thermostats,1.1.9.5,5,,,2025-04-17
1.1.9.5.2,Data,1.1.9.5,5,,,2025-04-17
1.1.9.5.3,Lighting,1.1.9.5,5,,,2025-04-17
1.1.9.6,Induction Stoves,1.1.9,4,,,2025-04-17
1.1.9.6.1,Appliances & Equipment,1.1.9.6,5,,,2025-04-17
1.1.9.7,Software,1.1.9,4,,,2025-04-17
1.1.9.7.1,Planning,1.1.9.7,5,,,2025-04-17
1.1.9.7.2,Optimisation,1.1.9.7,5,,,2025-04-17
1.1.9.7.3,Financing,1.1.9.7,5,,,2025-04-17
1.1.9.8,Workforce,1.1.9,4,,,2025-04-17
1.1.9.8.1,Recruiting,1.1.9.8,5,,,2025-04-17
1.1.9.8.2,Training,1.1.9.8,5,,,2025-04-17
1.1.9.8.3,Engagement,1.1.9.8,5,,,2025-04-17
1.1.9.8.4,Software,1.1.9.8,5,,,2025-04-17
1.1.10,Climate intelligence,1.1,3,,Data,2025-04-17
1.1.10.1,ESG ratings,1.1.10,4,,,2025-04-17
1.1.10.2,ESG commercial real estate,1.1.10,4,,,2025-04-17
1.1.10.3,Climate insurance,1.1.10,4,,,2025-04-17
1.1.10.4,Emissions monitoring,1.1.10,4,,,2025-04-17
1.1.10.5,Emergency Support,1.1.10,4,,,2025-04-17
1.1.10.6,Carbon Intelligence Platform,1.1.10,4,,,2025-04-17
1.1.10.6.1,Climate Modeling,1.1.10.6,5,,,2025-04-17
1.1.10.7,Consumer-facing software,1.1.10,4,,,2025-04-17
1.1.10.7.1,Billing,1.1.10.7,5,,,2025-04-17
1.1.10.7.2,Sustainable investing tools,1.1.10.7,5,,,2025-04-17
1.1.10.7.3,Offsets purchasing programs,1.1.10.7,5,,,2025-04-17
1.1.10.7.4,Carbon footprint,1.1.10.7,5,,,2025-04-17
1.1.10.7.5,Carbon actions,1.1.10.7,5,,,2025-04-17
1.1.10.8,Enterprise software,1.1.10,4,,,2025-04-17
1.1.10.8.1,Carbon accounting,1.1.10.8,5,,,2025-04-17
1.1.10.8.2,Emissions Measurement,1.1.10.8,5,,,2025-04-17
1.1.10.8.3,Reporting,1.1.10.8,5,,,2025-04-17
1.1.10.8.4,Data platforms,1.1.10.8,5,,,2025-04-17
1.1.10.8.5,Net zero planning,1.1.10.8,5,,,2025-04-17
1.1.10.8.6,Offsets management,1.1.10.8,5,,,2025-04-17
1.1.10.8.7,Risk assessment,1.1.10.8,5,,,2025-04-17
1.1.10.8.8,Emissions monitoring (from internal sources),1.1.10.8,5,,,2025-04-17
1.1.10.9,Utility Focused Software,1.1.10,4,,,2025-04-17
1.1.11,Finance,1.1,3,,Investment,2025-04-17
1.1.11.1,Insurance,1.1.11,4,,,2025-04-17
1.1.11.1.1,Climate Risk,1.1.11.1,5,,,2025-04-17
1.1.11.1.1.1,Modeling,1.1.11.1.1,6,,,2025-04-17
1.1.11.1.1.2,Analytics,1.1.11.1.1,6,,,2025-04-17
1.1.11.1.2,Brokers,1.1.11.1,5,,,2025-04-17
1.1.11.1.3,Reinsurance,1.1.11.1,5,,,2025-04-17
1.1.11.2,Investment,1.1.11,4,,,2025-04-17
1.1.11.2.1,Climate Angels,1.1.11.2,5,,,2025-04-17
1.1.11.2.2,Climate Accelerators,1.1.11.2,5,,,2025-04-17
1.1.11.2.3,Venture Capital,1.1.11.2,5,,,2025-04-17
1.1.11.2.4,Venture Debt and Growth Equity,1.1.11.2,5,,,2025-04-17
1.1.11.2.5,Corporate Investment,1.1.11.2,5,,,2025-04-17
1.1.11.2.6,Project finance and FOAK,1.1.11.2,5,,,2025-04-17
1.1.11.3,Capital Market,1.1.11,4,,,2025-04-17
1.1.11.3.1,Private Credit,1.1.11.3,5,,,2025-04-17
1.1.11.3.2,PE,1.1.11.3,5,,,2025-04-17
1.1.11.3.3,Endowments,1.1.11.3,5,,,2025-04-17
1.1.11.4,Ratings,1.1.11,4,,,2025-04-17
1.1.11.4.1,ESG,1.1.11.4,5,,,2025-04-17
1.1.11.4.2,Natural Capital,1.1.11.4,5,,,2025-04-17
1.1.11.5,Fintech,1.1.11,4,,,2025-04-17
1.1.11.5.1,Asset Monitoring,1.1.11.5,5,,,2025-04-17
1.1.11.5.2,Carbon Credit Tracking,1.1.11.5,5,,,2025-04-17
1.1.11.5.3,Tax Credits & Grants,1.1.11.5,5,,,2025-04-17
1.1.11.5.4,Consumer/Business Financing,1.1.11.5,5,,,2025-04-17
1.1.11.5.4.1,Platform,1.1.11.5.4,6,,,2025-04-17
1.1.11.5.5,Consumer,1.1.11.5,5,,,2025-04-17
1.1.11.5.6,Impact Investing,1.1.11.5,5,,,2025-04-17
1.1.11.5.7,Financing,1.1.11.5,5,,,2025-04-17
1.1.12,Carbon Removal,1.1,3,,Decarbonization,2025-04-17
1.1.12.1,Solutions,1.1.12,4,,,2025-04-17
1.1.12.1.1,Engineered,1.1.12.1,5,,,2025-04-17
1.1.12.1.1.1,Biochar and Biomass Carbon Removal and Storage (BRICS),1.1.12.1.1,6,,,2025-04-17
1.1.12.1.1.2,Carbon mineralization,1.1.12.1.1,6,,,2025-04-17
1.1.12.1.1.3,Enhanced weathering,1.1.12.1.1,6,,,2025-04-17
1.1.12.1.1.4,Direct Air Capture (DAC),1.1.12.1.1,6,,,2025-04-17
1.1.12.1.1.5,Bioenergy with Carbon Capture and Storage (BECCS),1.1.12.1.1,6,,,2025-04-17
1.1.12.1.1.6,Soil carbon sequestration,1.1.12.1.1,6,,,2025-04-17
1.1.12.1.2,Nature based,1.1.12.1,5,,,2025-04-17
1.1.12.1.2.1,Forests,1.1.12.1.2,6,,,2025-04-17
1.1.12.1.2.1.1,Forestation,1.1.12.1.2.1,7,,,2025-04-17
1.1.12.1.2.1.2,Tree Engineering,1.1.12.1.2.1,7,,,2025-04-17
1.1.12.1.2.2,Oceans,1.1.12.1.2,6,,,2025-04-17
1.1.12.1.2.2.1,Ocean alkalinity enhancement,1.1.12.1.2.2,7,,,2025-04-17
1.1.12.1.2.2.2,Mangrove Restoration,1.1.12.1.2.2,7,,,2025-04-17
1.1.12.1.2.3,Wetlands and Peatlands,1.1.12.1.2,6,,,2025-04-17
1.1.12.1.3,Carbon offset verification monitoring and creation,1.1.12.1,5,,,2025-04-17
1.1.12.1.3.1,Project management platforms,1.1.12.1.3,6,,,2025-04-17
1.1.12.1.3.2,Offset project crowdfunding,1.1.12.1.3,6,,,2025-04-17
1.1.12.1.3.3,Offset APIs,1.1.12.1.3,6,,,2025-04-17
1.1.12.1.3.4,Offsets databases and registries,1.1.12.1.3,6,,,2025-04-17
1.1.12.1.3.5,Offsets marketplaces exchanges and APIs,1.1.12.1.3,6,,,2025-04-17
1.1.12.1.3.6,Verification and Certification,1.1.12.1.3,6,,,2025-04-17